Date,SP500,DAX,Nikkei
2006-03-10,1281.4200,5804.9199,16115.6299
2006-03-13,1284.1300,5855.1602,16361.5098
2006-03-14,1297.4800,5870.8799,16238.3604
2006-03-15,1303.0200,5898.4800,16319.0400
2006-03-16,1305.3300,5897.7900,16096.2100
2006-03-17,1307.2500,5882.3799,16339.7305
2006-03-20,1305.0800,5902.7900,16624.8008
2006-03-22,1305.0400,5932.3101,16495.4805
2006-03-23,1301.6700,5947.1099,16489.3691
2006-03-24,1302.9500,5973.1401,16560.8691
2006-03-27,1301.6100,5912.2598,16650.0996
2006-03-28,1293.2300,5890.6299,16690.2402
2006-03-29,1302.8900,5914.7798,16938.4102
2006-03-30,1300.2500,5984.1899,17045.3398
2006-03-31,1294.8700,5970.0801,17059.6602
2006-04-03,1297.8101,6024.0498,17333.3105
2006-04-04,1305.9301,6013.8501,17292.9102
2006-04-05,1311.5601,6029.2002,17243.9805
2006-04-06,1309.0400,6031.3901,17489.3301
2006-04-07,1295.5000,5952.9199,17563.3691
2006-04-10,1296.6200,6003.3999,17456.5801
2006-04-11,1286.5699,5908.4702,17418.1309
2006-04-12,1288.1200,5901.2500,17162.5508
2006-04-13,1289.1200,5918.5698,17199.1504
2006-04-18,1307.2800,5902.5801,17232.8594
2006-04-19,1309.9301,5993.7598,17350.1191
2006-04-20,1311.4600,6063.2798,17317.5293
2006-04-21,1311.2800,6094.7500,17403.9609
2006-04-24,1308.1100,6079.0898,16914.4004
2006-04-25,1301.7400,6078.7998,16970.2891
2006-04-26,1305.4100,6107.1201,17055.9297
2006-04-27,1309.7200,6067.7402,17114.5391
2006-04-28,1310.6100,6009.8901,16906.2305
2006-05-02,1313.2100,6051.2900,17153.7695
2006-05-08,1324.6600,6127.9800,17291.6699
2006-05-09,1325.1400,6140.7202,17190.9102
2006-05-10,1322.8500,6118.3799,16951.9297
2006-05-11,1305.9200,6054.7202,16862.1406
2006-05-12,1291.2400,5916.2798,16601.7793
2006-05-15,1294.5000,5857.0298,16486.9102
2006-05-16,1292.0800,5851.9199,16158.4199
2006-05-17,1270.3199,5652.7202,16307.6699
2006-05-18,1261.8101,5666.0698,16087.1797
2006-05-19,1267.0300,5672.2798,16155.4502
2006-05-22,1262.0699,5546.2402,15857.8701
2006-05-23,1256.5800,5678.4902,15599.2002
2006-05-24,1258.5699,5587.2300,15907.2002
2006-05-25,1272.8800,5706.0601,15693.7500
2006-05-26,1280.1600,5788.3599,15970.7598
2006-05-30,1259.8700,5622.4302,15859.4502
2006-05-31,1270.0900,5692.8599,15467.3301
2006-06-01,1285.7100,5707.5898,15503.7402
2006-06-02,1288.2200,5687.0400,15789.3096
2006-06-05,1265.2900,5621.1899,15668.3096
2006-06-06,1263.8500,5502.8101,15384.8604
2006-06-07,1256.1500,5543.9302,15096.0098
2006-06-08,1257.9301,5383.2798,14633.0303
2006-06-09,1252.3000,5464.0801,14750.8398
2006-06-12,1237.4399,5395.5498,14833.0098
2006-06-13,1223.6899,5292.1401,14218.5996
2006-06-14,1230.0400,5305.9902,14309.5596
2006-06-15,1256.1600,5422.2202,14470.7598
2006-06-16,1251.5400,5376.0098,14879.3398
2006-06-19,1240.1300,5439.2300,14860.3496
2006-06-20,1240.1200,5493.6099,14648.4102
2006-06-21,1252.2000,5503.4102,14644.2598
2006-06-22,1245.6000,5533.4199,15135.6904
2006-06-23,1244.5000,5529.7402,15124.0400
2006-06-26,1250.5601,5514.6299,15152.4004
2006-06-27,1239.2000,5459.1499,15171.8096
2006-06-28,1246.0000,5456.8701,14886.1104
2006-06-29,1272.8700,5581.6699,15121.1504
2006-06-30,1270.2000,5683.3101,15505.1797
2006-07-03,1280.1899,5712.6899,15571.6201
2006-07-05,1270.9100,5625.6299,15523.9404
2006-07-06,1274.0800,5695.4702,15321.4004
2006-07-07,1265.4800,5681.8501,15307.6104
2006-07-10,1267.3400,5706.3198,15552.8096
2006-07-11,1272.4301,5616.0400,15473.8203
2006-07-12,1258.6000,5637.8198,15249.3203
2006-07-13,1242.2800,5527.2900,15097.9502
2006-07-14,1236.2000,5422.2202,14845.2402
2006-07-18,1236.8600,5396.8501,14437.2402
2006-07-19,1259.8101,5539.2900,14500.2598
2006-07-20,1249.1300,5545.8198,14946.8398
2006-07-21,1240.2900,5451.0098,14821.2598
2006-07-24,1260.9100,5578.0498,14794.5000
2006-07-25,1268.8800,5565.7598,15005.2402
2006-07-26,1268.4000,5583.1001,14884.0703
2006-07-27,1263.2000,5659.0698,15179.7803
2006-07-28,1278.5500,5705.4199,15342.8701
2006-07-31,1276.6600,5681.9702,15456.8096
2006-08-01,1270.9200,5596.7402,15440.9102
2006-08-02,1277.4100,5680.8198,15464.2900
2006-08-03,1280.2700,5640.0298,15470.3701
2006-08-04,1279.3600,5723.0298,15499.1797
2006-08-07,1275.7700,5626.6699,15154.0596
2006-08-08,1271.4800,5651.9199,15464.6602
2006-08-09,1265.9500,5702.8101,15656.5898
2006-08-10,1271.8101,5630.9600,15630.9102
2006-08-11,1266.7400,5628.3701,15565.0195
2006-08-14,1268.2100,5692.0000,15857.1104
2006-08-15,1285.5800,5776.7998,15816.1904
2006-08-16,1295.4301,5812.9399,16071.3604
2006-08-17,1297.4800,5833.5098,16020.8398
2006-08-18,1302.3000,5817.0200,16105.9805
2006-08-21,1297.5200,5794.8301,15969.0400
2006-08-22,1298.8199,5818.4102,16181.1699
2006-08-23,1292.9900,5775.5400,16163.0303
2006-08-24,1296.0601,5814.0801,15960.6201
2006-08-25,1295.0900,5811.4702,15938.6602
2006-08-28,1301.7800,5854.9902,15762.5898
2006-08-29,1304.2800,5847.0200,15890.5596
2006-08-30,1305.3700,5867.5298,15872.0195
2006-08-31,1303.8199,5859.5698,16140.7598
2006-09-01,1311.0100,5876.5400,16134.2500
2006-09-05,1313.2500,5884.0698,16385.9609
2006-09-06,1300.2600,5813.0601,16284.0898
2006-09-07,1294.0200,5773.7202,16012.4102
2006-09-08,1298.9200,5795.2598,16080.4600
2006-09-11,1299.5400,5798.4600,15794.3799
2006-09-12,1313.0000,5873.8501,15719.3398
2006-09-13,1318.0699,5906.1201,15750.0498
2006-09-14,1316.2800,5907.3701,15942.3896
2006-09-15,1319.6600,5937.8701,15866.9297
2006-09-19,1317.6400,5873.4600,15874.2803
2006-09-20,1325.1801,5954.3799,15718.6699
2006-09-21,1318.0300,5962.0298,15834.2305
2006-09-22,1314.7800,5883.3198,15634.6699
2006-09-25,1326.3700,5901.6602,15633.8096
2006-09-26,1336.3500,5960.6299,15557.4502
2006-09-27,1336.5900,5989.7100,15947.8701
2006-09-28,1338.8800,5989.1602,16024.8496
2006-09-29,1335.8500,6004.3301,16127.5801
2006-10-02,1331.3199,5999.4600,16254.2900
2006-10-03,1334.1100,5992.2202,16242.0898
2006-10-04,1350.2000,6046.3701,16082.5498
2006-10-05,1353.2200,6075.2798,16449.3301
2006-10-06,1349.5900,6085.8198,16436.0605
2006-10-10,1353.4200,6117.7100,16477.2500
2006-10-11,1349.9500,6119.4502,16400.5703
2006-10-12,1362.8300,6160.2798,16368.8096
2006-10-13,1365.6200,6173.6802,16536.5391
2006-10-16,1369.0601,6186.5400,16692.7598
2006-10-17,1364.0500,6115.1001,16611.5898
2006-10-18,1365.8000,6182.7798,16653.0000
2006-10-19,1366.9600,6177.4199,16551.3594
2006-10-20,1368.6000,6202.8198,16651.6309
2006-10-23,1377.0200,6242.9102,16788.8203
2006-10-24,1377.3800,6247.5200,16780.4707
2006-10-25,1382.2200,6264.9199,16699.3008
2006-10-26,1389.0800,6284.1899,16811.5996
2006-10-27,1377.3400,6262.5400,16669.0703
2006-10-30,1377.9301,6258.1899,16351.8496
2006-10-31,1377.9399,6268.9199,16399.3906
2006-11-01,1367.8101,6291.8999,16375.2598
2006-11-02,1367.3400,6223.3301,16350.0195
2006-11-06,1379.7800,6330.6499,16364.7598
2006-11-07,1382.8400,6361.9600,16393.4102
2006-11-08,1385.7200,6349.2598,16215.7402
2006-11-09,1378.3300,6358.6802,16198.5703
2006-11-10,1380.9000,6357.7700,16112.4297
2006-11-13,1384.4200,6393.7300,16022.4902
2006-11-14,1393.2200,6387.3799,16289.5498
2006-11-15,1396.5699,6430.8901,16243.4697
2006-11-16,1399.7600,6443.0200,16163.8701
2006-11-17,1401.2000,6412.3599,16091.7305
2006-11-20,1400.5000,6452.3301,15725.9404
2006-11-21,1402.8101,6460.3901,15734.1396
2006-11-22,1406.0900,6476.1299,15914.2305
2006-11-24,1400.9500,6411.9600,15734.5996
2006-11-27,1381.9600,6298.1699,15885.3799
2006-11-28,1386.7200,6281.6802,15855.2598
2006-11-29,1399.4800,6363.7998,16076.2002
2006-11-30,1400.6300,6309.1899,16274.3301
2006-12-01,1396.7100,6241.1299,16321.7803
2006-12-04,1409.1200,6295.2300,16303.5898
2006-12-05,1414.7600,6372.7998,16265.7598
2006-12-06,1412.9000,6369.5098,16371.2803
2006-12-07,1407.2900,6413.0298,16473.3594
2006-12-08,1409.8400,6427.4102,16417.8203
2006-12-11,1413.0400,6469.4199,16527.9902
2006-12-12,1411.5601,6476.1699,16637.7793
2006-12-13,1413.2100,6520.7700,16692.9297
2006-12-14,1425.4900,6552.5801,16829.1992
2006-12-15,1427.0900,6588.8301,16914.3105
2006-12-18,1422.4800,6597.2500,16962.1094
2006-12-19,1425.5500,6553.5098,16776.8809
2006-12-20,1423.5300,6586.9102,17011.0391
2006-12-21,1418.3000,6573.9600,17047.8301
2006-12-22,1410.7600,6503.1299,17104.9609
2006-12-27,1426.8400,6608.8599,17223.1504
2006-12-28,1424.7300,6611.8101,17224.8105
2006-12-29,1418.3000,6596.9199,17225.8301
2007-01-04,1418.3400,6674.3999,17353.6699
2007-01-05,1409.7100,6593.0898,17091.5898
2007-01-09,1412.1100,6614.3701,17237.7695
2007-01-10,1414.8500,6566.5601,16942.4004
2007-01-11,1423.8199,6687.2998,16838.1699
2007-01-12,1430.7300,6705.1699,17057.0098
2007-01-16,1431.9000,6716.8198,17202.4609
2007-01-17,1430.6200,6701.7002,17261.3496
2007-01-18,1426.3700,6689.6201,17370.9297
2007-01-19,1430.5000,6747.1699,17310.4395
2007-01-22,1422.9500,6687.3101,17424.1797
2007-01-23,1427.9900,6678.9302,17408.5703
2007-01-24,1440.1300,6748.3701,17507.4004
2007-01-25,1423.9000,6719.5801,17458.3008
2007-01-26,1422.1801,6690.3398,17421.9297
2007-01-29,1420.6200,6726.0098,17470.4609
2007-01-30,1428.8199,6788.2300,17490.1895
2007-01-31,1438.2400,6789.1099,17383.4199
2007-02-01,1445.9399,6851.2798,17519.5000
2007-02-02,1448.3900,6885.7598,17547.1094
2007-02-05,1446.9900,6874.0601,17344.8008
2007-02-06,1448.0000,6875.7002,17406.8594
2007-02-07,1450.0200,6915.5601,17292.3203
2007-02-08,1448.3101,6876.7300,17292.4805
2007-02-09,1438.0601,6911.1099,17504.3301
2007-02-13,1444.2600,6895.3398,17621.4492
2007-02-14,1455.3000,6961.1802,17752.6406
2007-02-15,1456.8101,6958.6201,17897.2305
2007-02-16,1455.5400,6957.0698,17875.6504
2007-02-20,1459.6801,6982.9102,17939.1191
2007-02-21,1457.6300,6941.6602,17913.2109
2007-02-22,1456.3800,6973.7300,18108.7891
2007-02-23,1451.1899,6992.5801,18188.4199
2007-02-26,1449.3700,7027.5898,18215.3496
2007-02-27,1399.0400,6819.6499,18119.9199
2007-02-28,1406.8199,6715.4399,17604.1191
2007-03-01,1403.1700,6640.2402,17453.5098
2007-03-02,1387.1700,6603.3198,17217.9297
2007-03-05,1374.1200,6534.5698,16642.2500
2007-03-06,1395.4100,6595.0000,16844.5000
2007-03-07,1391.9700,6617.7500,16764.6191
2007-03-08,1401.8900,6713.2300,17090.3105
2007-03-09,1402.8400,6716.5200,17164.0391
2007-03-12,1406.6000,6715.4902,17292.3906
2007-03-13,1377.9500,6623.9902,17178.8398
2007-03-14,1387.1700,6447.7002,16676.8906
2007-03-15,1392.2800,6585.4702,16860.3906
2007-03-16,1386.9500,6579.8701,16744.1504
2007-03-19,1402.0601,6671.4102,17009.5508
2007-03-20,1410.9399,6700.2900,17163.1992
2007-03-22,1434.5400,6856.9600,17419.1992
2007-03-23,1436.1100,6899.0601,17480.6094
2007-03-26,1437.5000,6828.8198,17521.9609
2007-03-27,1428.6100,6858.3398,17365.0508
2007-03-28,1417.2300,6816.8901,17254.7305
2007-03-29,1422.5300,6897.0801,17263.9395
2007-03-30,1420.8600,6917.0298,17287.6504
2007-04-02,1424.5500,6937.1699,17028.4102
2007-04-03,1437.7700,7045.5601,17244.0508
2007-04-04,1439.3700,7073.9102,17544.0898
2007-04-05,1443.7600,7099.9102,17491.4199
2007-04-10,1448.3900,7166.6699,17664.6895
2007-04-11,1438.8700,7152.8301,17670.0703
2007-04-12,1447.8000,7142.9502,17540.4199
2007-04-13,1452.8500,7212.0698,17363.9492
2007-04-16,1468.3300,7338.0601,17628.3008
2007-04-17,1471.4800,7348.8301,17527.4492
2007-04-18,1472.5000,7282.3398,17667.3301
2007-04-19,1470.7300,7242.7300,17371.9707
2007-04-20,1484.3500,7342.5400,17452.6191
2007-04-23,1480.9301,7335.6201,17455.3691
2007-04-24,1480.4100,7270.3198,17451.7695
2007-04-25,1495.4200,7343.0801,17236.1602
2007-04-26,1494.2500,7387.0200,17429.1699
2007-04-27,1494.0699,7378.1201,17400.4102
2007-05-02,1495.9200,7455.9302,17394.9199
2007-05-07,1509.4800,7525.6899,17669.8301
2007-05-08,1507.7200,7442.2002,17656.8398
2007-05-09,1512.5800,7475.9902,17748.1191
2007-05-10,1491.4700,7415.3301,17736.9609
2007-05-11,1505.8500,7479.3398,17553.7207
2007-05-14,1503.1500,7459.6099,17677.9395
2007-05-15,1501.1899,7505.3501,17512.9805
2007-05-16,1514.1400,7481.2500,17529.0000
2007-05-17,1512.7500,7499.5000,17498.5996
2007-05-18,1522.7500,7607.5400,17399.5801
2007-05-21,1525.1000,7619.3101,17556.8691
2007-05-22,1524.1200,7659.3901,17680.0508
2007-05-23,1522.2800,7735.8799,17705.1191
2007-05-24,1507.5100,7697.3799,17696.9707
2007-05-25,1515.7300,7739.2002,17481.2109
2007-05-29,1518.1100,7781.0400,17672.5605
2007-05-30,1530.2300,7764.9702,17588.2598
2007-05-31,1530.6200,7883.0400,17875.7500
2007-06-01,1536.3400,7987.8501,17958.8809
2007-06-04,1539.1801,7976.7900,17973.4199
2007-06-05,1530.9500,7919.8301,18053.8105
2007-06-06,1517.3800,7730.0498,18040.9297
2007-06-07,1490.7200,7618.6099,18053.3809
2007-06-08,1507.6700,7590.5000,17779.0898
2007-06-11,1509.1200,7706.1001,17834.4805
2007-06-12,1493.0000,7678.2598,17760.9102
2007-06-13,1515.6700,7680.7598,17732.7695
2007-06-14,1522.9700,7849.1602,17842.2891
2007-06-15,1532.9100,8030.6401,17971.4902
2007-06-18,1531.0500,8036.1201,18149.5195
2007-06-19,1533.7000,8033.5200,18163.6094
2007-06-20,1512.8400,8090.4902,18211.6797
2007-06-21,1522.1899,7964.7100,18240.3008
2007-06-22,1502.5601,7949.6299,18188.6309
2007-06-25,1497.7400,7930.6099,18087.4805
2007-06-26,1492.8900,7860.5200,18066.1094
2007-06-27,1506.3400,7801.2300,17849.2793
2007-06-28,1505.7100,7921.3599,17932.2695
2007-06-29,1503.3500,8007.3198,18138.3594
2007-07-02,1519.4301,7958.2402,18146.3008
2007-07-03,1524.8700,8050.6802,18149.9004
2007-07-05,1525.4000,7987.1299,18221.4805
2007-07-06,1530.4399,8048.3198,18140.9395
2007-07-09,1531.8500,8077.3901,18261.9805
2007-07-10,1510.1200,7964.7598,18252.6699
2007-07-11,1518.7600,7898.5400,18049.5098
2007-07-12,1547.7000,8053.4302,17984.1406
2007-07-13,1552.5000,8092.7700,18238.9492
2007-07-17,1549.3700,8038.2100,18217.2695
2007-07-18,1546.1700,7893.6099,18015.5801
2007-07-19,1553.0800,7991.2100,18116.5703
2007-07-20,1534.1000,7874.8501,18157.9297
2007-07-23,1541.5699,7944.2100,17963.6406
2007-07-24,1511.0400,7806.7900,18002.0293
2007-07-25,1518.0900,7692.5498,17858.4199
2007-07-26,1482.6600,7508.9600,17702.0898
2007-07-27,1458.9500,7451.6802,17283.8105
2007-07-30,1473.9100,7456.3101,17289.3008
2007-07-31,1455.2700,7584.1401,17248.8906
2007-08-01,1465.8101,7473.9302,16870.9805
2007-08-02,1472.2000,7534.1299,16984.1094
2007-08-03,1433.0601,7435.6699,16979.8594
2007-08-06,1467.6700,7444.4502,16914.4609
2007-08-07,1476.7100,7513.6602,16921.7695
2007-08-08,1497.4900,7605.9399,17029.2793
2007-08-09,1453.0900,7453.5898,17170.5996
2007-08-10,1453.6400,7343.2598,16764.0898
2007-08-13,1452.9200,7474.3301,16800.0508
2007-08-14,1426.5400,7425.0698,16844.6094
2007-08-15,1406.7000,7445.8999,16475.6094
2007-08-16,1411.2700,7270.0698,16148.4902
2007-08-17,1445.9399,7378.2900,15273.6797
2007-08-20,1445.5500,7407.5298,15732.4805
2007-08-21,1447.1200,7424.7500,15901.3398
2007-08-22,1464.0699,7500.4800,15900.6396
2007-08-23,1462.5000,7511.9600,16316.3203
2007-08-24,1479.3700,7507.2700,16248.9697
2007-08-27,1466.7900,7485.9902,16301.3896
2007-08-28,1432.3600,7430.2402,16287.4902
2007-08-29,1463.7600,7439.1802,16012.8301
2007-08-30,1457.6400,7519.9399,16153.8203
2007-08-31,1473.9900,7638.1699,16569.0898
2007-09-04,1489.4200,7721.7700,16420.4707
2007-09-05,1472.2900,7588.0298,16158.4502
2007-09-06,1478.5500,7621.7202,16257.0000
2007-09-07,1453.5500,7436.6299,16122.1602
2007-09-10,1451.7000,7375.4399,15764.9697
2007-09-11,1471.4900,7457.8999,15877.6699
2007-09-12,1471.5601,7472.9902,15797.5996
2007-09-13,1483.9500,7535.9702,15821.1904
2007-09-14,1484.2500,7497.7402,16127.4199
2007-09-18,1519.7800,7575.2100,15801.7998
2007-09-19,1529.0300,7750.8398,16381.5400
2007-09-20,1518.7500,7735.0898,16413.7891
2007-09-21,1525.7500,7794.4302,16312.6104
2007-09-25,1517.2100,7769.4399,16401.7305
2007-09-26,1525.4200,7804.1499,16435.7402
2007-09-27,1531.3800,7853.7900,16832.2207
2007-09-28,1526.7500,7861.5098,16785.6895
2007-10-01,1547.0400,7922.4199,16845.9609
2007-10-02,1546.6300,7946.7900,17046.7793
2007-10-03,1539.5900,7955.2998,17199.8906
2007-10-04,1542.8400,7944.9902,17092.4902
2007-10-05,1557.5900,8002.1802,17065.0391
2007-10-09,1565.1500,7980.4399,17159.9004
2007-10-10,1562.4700,7986.5698,17177.8906
2007-10-11,1554.4100,8033.6899,17458.9805
2007-10-12,1561.8000,8041.2598,17331.1699
2007-10-15,1548.7100,7969.4702,17358.1504
2007-10-16,1538.5300,7962.6401,17137.9199
2007-10-17,1541.2400,7985.4102,16955.3105
2007-10-18,1540.0800,7921.3999,17106.0898
2007-10-19,1500.6300,7884.1201,16814.3691
2007-10-22,1506.3300,7794.9399,16438.4707
2007-10-23,1519.5900,7842.7900,16450.5801
2007-10-24,1515.8800,7828.9600,16358.3896
2007-10-25,1514.4000,7932.4399,16284.1699
2007-10-26,1535.2800,7949.1699,16505.6309
2007-10-29,1540.9800,8009.6699,16698.0801
2007-10-30,1531.0200,7977.9399,16651.0098
2007-10-31,1549.3800,8019.2202,16737.6309
2007-11-01,1508.4399,7880.8501,16870.4004
2007-11-02,1509.6500,7849.4902,16517.4805
2007-11-05,1502.1700,7807.5498,16268.9199
2007-11-06,1520.2700,7827.1899,16249.6299
2007-11-07,1475.6200,7799.6201,16096.6797
2007-11-08,1474.7700,7819.4702,15771.5703
2007-11-09,1453.7000,7812.3999,15583.4199
2007-11-12,1439.1801,7806.8398,15197.0898
2007-11-13,1481.0500,7777.5601,15126.6299
2007-11-14,1470.5800,7783.1099,15499.5596
2007-11-15,1451.1500,7667.0298,15396.2998
2007-11-16,1458.7400,7612.2598,15154.6104
2007-11-19,1433.2700,7511.9702,15042.5596
2007-11-20,1439.7000,7630.3101,15211.5195
2007-11-21,1416.7700,7518.4199,14837.6602
2007-11-26,1407.2200,7567.3599,15135.2100
2007-11-27,1428.2300,7531.3501,15222.8496
2007-11-28,1469.0200,7723.6602,15153.7803
2007-11-29,1469.7200,7765.1899,15513.7402
2007-11-30,1481.1400,7870.5200,15680.6699
2007-12-03,1472.4200,7837.2598,15628.9697
2007-12-04,1462.7900,7808.9399,15480.1904
2007-12-05,1485.0100,7944.7700,15608.8799
2007-12-06,1507.3400,7940.5801,15874.0801
2007-12-07,1504.6600,7994.0698,15956.3701
2007-12-10,1515.9600,8033.3599,15924.3896
2007-12-11,1477.6500,8009.4199,16044.7197
2007-12-12,1486.5900,8076.1201,15932.2598
2007-12-13,1488.4100,7928.3101,15536.5195
2007-12-14,1467.9500,7948.3599,15514.5098
2007-12-17,1445.9000,7825.4399,15249.7900
2007-12-18,1454.9800,7850.7402,15207.8604
2007-12-19,1453.0000,7837.3198,15030.5098
2007-12-20,1460.1200,7869.1899,15031.5996
2007-12-21,1484.4600,8002.6699,15257.0000
2007-12-27,1476.2700,8038.6001,15564.6904
2007-12-28,1478.4900,8067.3198,15307.7803
2008-01-04,1411.6300,7808.6899,14691.4102
2008-01-07,1416.1801,7817.1699,14500.5498
2008-01-08,1390.1899,7849.9902,14528.6699
2008-01-09,1409.1300,7782.7100,14599.1602
2008-01-10,1420.3300,7713.0898,14388.1104
2008-01-11,1401.0200,7717.9502,14110.7900
2008-01-15,1380.9500,7566.3799,13972.6299
2008-01-16,1373.2000,7471.5698,13504.5098
2008-01-17,1333.2500,7413.5298,13783.4502
2008-01-18,1325.1899,7314.1699,13861.2900
2008-01-22,1310.5000,6769.4702,12573.0498
2008-01-23,1338.6000,6439.2100,12829.0596
2008-01-24,1352.0699,6821.0698,13092.7803
2008-01-25,1330.6100,6816.7402,13629.1602
2008-01-28,1353.9600,6818.8501,13087.9102
2008-01-29,1362.3000,6892.9600,13478.8604
2008-01-30,1355.8101,6875.3501,13345.0303
2008-01-31,1378.5500,6851.7500,13592.4697
2008-02-01,1395.4200,6968.6699,13497.1602
2008-02-04,1380.8199,7000.4902,13859.7002
2008-02-05,1336.6400,6765.2500,13745.5000
2008-02-06,1326.4500,6847.5098,13099.2402
2008-02-07,1336.9100,6733.7202,13207.1504
2008-02-08,1331.2900,6767.2798,13017.2402
2008-02-12,1348.8600,6967.8398,13021.9600
2008-02-13,1367.2100,6973.6699,13068.2998
2008-02-14,1348.8600,6962.2798,13626.4502
2008-02-15,1349.9900,6832.4302,13622.5596
2008-02-19,1348.7800,7002.2900,13757.9102
2008-02-20,1360.0300,6899.6802,13310.3701
2008-02-21,1342.5300,6904.8501,13688.2803
2008-02-22,1353.1100,6806.2900,13500.4600
2008-02-25,1371.8000,6882.5601,13914.5703
2008-02-26,1381.2900,6985.9702,13824.7197
2008-02-27,1380.0200,6997.8501,14031.2998
2008-02-28,1367.6801,6862.5200,13925.5098
2008-02-29,1330.6300,6748.1299,13603.0195
2008-03-03,1331.3400,6689.9502,12992.1797
2008-03-04,1326.7500,6545.0400,12992.2803
2008-03-05,1333.7000,6683.7100,12972.0596
2008-03-06,1304.3400,6591.3101,13215.4199
2008-03-07,1293.3700,6513.9902,12782.7998
2008-03-10,1273.3700,6448.0801,12532.1299
2008-03-11,1320.6500,6524.5698,12658.2803
2008-03-12,1308.7700,6599.3701,12861.1299
2008-03-13,1315.4800,6500.5601,12433.4404
2008-03-14,1288.1400,6451.8999,12241.5996
2008-03-17,1276.6000,6182.2998,11787.5098
2008-03-18,1330.7400,6393.3901,11964.1602
2008-03-19,1298.4200,6361.2202,12260.4404
2008-03-25,1352.9900,6524.7100,12745.2197
2008-03-26,1341.1300,6489.2598,12706.6299
2008-03-27,1325.7600,6578.0601,12604.5801
2008-03-28,1315.2200,6559.8999,12820.4697
2008-03-31,1322.7000,6534.9702,12525.5400
2008-04-01,1370.1801,6720.3301,12656.4199
2008-04-02,1367.5300,6777.4399,13189.3604
2008-04-03,1369.3101,6741.7202,13389.9004
2008-04-04,1370.4000,6763.3901,13293.2197
2008-04-07,1372.5400,6821.0298,13450.2305
2008-04-08,1365.5400,6771.9800,13250.4297
2008-04-09,1354.4900,6721.3599,13111.8896
2008-04-10,1360.5500,6704.3198,12945.2998
2008-04-11,1332.8300,6603.5698,13323.7305
2008-04-14,1328.3199,6554.4902,12917.5098
2008-04-15,1334.4301,6585.0498,12990.5801
2008-04-16,1364.7100,6702.8398,13146.1299
2008-04-17,1365.5601,6681.8101,13398.2998
2008-04-18,1390.3300,6843.0801,13476.4502
2008-04-21,1388.1700,6786.5498,13696.5498
2008-04-22,1375.9399,6728.2998,13547.8203
2008-04-23,1379.9301,6795.0298,13579.1602
2008-04-24,1388.8199,6821.3198,13540.8701
2008-04-25,1397.8400,6896.5801,13863.4697
2008-04-28,1396.3700,6925.3301,13894.3701
2008-04-30,1385.5900,6948.8198,13849.9902
2008-05-02,1413.9000,7043.2300,14049.2598
2008-05-07,1392.5699,7076.2500,14102.4805
2008-05-08,1397.6801,7071.8999,13943.2598
2008-05-09,1388.2800,7003.1699,13655.3398
2008-05-12,1403.5800,7035.9502,13743.3604
2008-05-13,1403.0400,7060.1899,13953.7305
2008-05-14,1408.6600,7083.2402,14118.5498
2008-05-15,1423.5699,7081.0498,14251.7402
2008-05-16,1425.3500,7156.5498,14219.4805
2008-05-19,1426.6300,7225.9399,14269.6104
2008-05-20,1413.4000,7118.5000,14160.0898
2008-05-21,1390.7100,7040.8301,13926.2998
2008-05-22,1394.3500,7070.3301,13978.4600
2008-05-23,1375.9301,6944.0498,14012.2002
2008-05-27,1385.3500,6958.6602,13893.3096
2008-05-28,1390.8400,7033.8398,13709.4404
2008-05-29,1398.2600,7055.0298,14124.4697
2008-05-30,1400.3800,7096.7900,14338.5400
2008-06-02,1385.6700,7008.7700,14440.1396
2008-06-03,1377.6500,7019.1299,14209.1699
2008-06-04,1377.2000,6965.4302,14435.5703
2008-06-05,1404.0500,6941.8301,14341.1201
2008-06-06,1360.6801,6803.8101,14489.4404
2008-06-09,1361.7600,6815.6299,14181.3799
2008-06-10,1358.4399,6771.1001,14021.1699
2008-06-11,1335.4900,6650.2598,14183.4805
2008-06-12,1339.8700,6714.5200,13888.5996
2008-06-13,1360.0300,6765.3198,13973.7305
2008-06-16,1360.1400,6729.8799,14354.3701
2008-06-17,1350.9301,6796.1602,14348.3701
2008-06-18,1337.8101,6728.9102,14452.8203
2008-06-19,1342.8300,6721.1699,14130.1699
2008-06-20,1317.9301,6578.4399,13942.0801
2008-06-23,1318.0000,6589.4600,13857.4697
2008-06-24,1314.2900,6536.0601,13849.5596
2008-06-25,1321.9700,6617.8398,13829.9199
2008-06-26,1283.1500,6459.6001,13822.3203
2008-06-27,1278.3800,6421.9102,13544.3604
2008-06-30,1280.0000,6418.3198,13481.3799
2008-07-01,1284.9100,6315.9399,13463.2002
2008-07-02,1261.5200,6305.4199,13286.3701
2008-07-03,1262.9000,6353.7402,13265.4004
2008-07-07,1252.3101,6395.7500,13360.0400
2008-07-08,1273.7000,6304.4102,13033.0996
2008-07-09,1244.6899,6386.4600,13052.1299
2008-07-10,1253.3900,6305.0000,13067.2100
2008-07-11,1239.4900,6153.2998,13039.6904
2008-07-14,1228.3000,6200.2500,13010.1602
2008-07-15,1214.9100,6081.7002,12754.5596
2008-07-16,1245.3600,6155.3701,12760.7998
2008-07-17,1260.3199,6271.2700,12887.9502
2008-07-18,1260.6801,6382.6499,12803.7002
2008-07-22,1277.0000,6442.7900,13184.9600
2008-07-23,1282.1899,6536.0898,13312.9297
2008-07-24,1252.5400,6440.7002,13603.3096
